cohort,feature,level,outcome,n_group,n_classifiable,positives,rate,wilson95_low,wilson95_high,interpretation_scope
population,sd_cycle_length,"(4.465, 6.201]",label_A_windowed_C3,10000,9214,2570,0.2789233774690688,0.26985987097276304,0.2881711476556245,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(6.201, 23.103]",label_A_windowed_any,10000,9911,2921,0.2947230350116033,0.2858280916003402,0.30377704561745855,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(6.201, 23.103]",label_A_windowed_C1_or_C2,10000,9911,1225,0.12360004035919685,0.11726586447766879,0.13022588503867322,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(6.201, 23.103]",label_A_windowed_C3,10000,9809,2327,0.2372311142828015,0.22891682380783548,0.2457511384095499,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(-0.001, 0.528]",label_A_windowed_any,10015,9929,2609,0.26276563601571157,0.2542012740193655,0.2715134955628597,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(-0.001, 0.528]",label_A_windowed_C1_or_C2,10015,9929,1215,0.12236881861214624,0.11606850971689092,0.1289612200850845,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(-0.001, 0.528]",label_A_windowed_C3,10015,9867,2013,0.2040133779264214,0.1961779880272676,0.2120791474593512,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.528, 0.865]",label_A_windowed_any,10055,9981,3245,0.3251177236749825,0.31599695315515247,0.33437305878769913,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.528, 0.865]",label_A_windowed_C1_or_C2,10055,9981,1175,0.11772367498246669,0.1115476596911912,0.12419383590774898,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.528, 0.865]",label_A_windowed_C3,10055,9783,2674,0.2733312889706634,0.2645902376955843,0.2822502809067867,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.865, 0.947]",label_A_windowed_any,9995,9904,4563,0.4607229402261712,0.4509232889830218,0.47055304839747125,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.865, 0.947]",label_A_windowed_C1_or_C2,9995,9904,1166,0.11773021001615509,0.11153064653909481,0.1242262000484286,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.865, 0.947]",label_A_windowed_C3,9995,8952,3926,0.43856121537086684,0.42831065653665057,0.4488644804889609,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.947, 0.975]",label_A_windowed_any,10793,10704,5457,0.5098094170403588,0.5003373460064314,0.5192744497796381,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.947, 0.975]",label_A_windowed_C1_or_C2,10793,10704,1217,0.11369581464872945,0.10782022648495658,0.1198485775588778,Association between simulator inputs/realizations and simulated classification
population,ovulatory_fraction,"(0.947, 0.975]",label_A_windowed_C3,10793,8533,4700,0.5508027657330364,0.5402283349388479,0.5613314754643512,Association between simulator inputs/realizations and simulated classification
